name,pur_date,pur_price,descriptions,depre_start_date,residual_value,depre_method,depre_rate,asset_ac_name,cume_depre_ac_name,depre_ac_name,disp_fund_ac_name,depre_interval
Feed Mixer No. 1 - Yr1979,1979-01-01,5621,,1979-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Feed Mixer No. 1 - Yr1980,1980-01-01,3915,,1980-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Feed Mixer No. 1 - Yr1984,1984-01-01,5170,,1984-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Feed Mixer No. 2,1993-01-01,16110.75,,1993-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Golden Star Feedmill Machine - Yr2011,2011-01-01,1575475,,2011-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Golden Star Feedmill Machine - Yr2012,2012-01-01,310130,,2012-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Golden Star Premix Machine,2014-01-01,57256,,2014-01-01,1,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Grinding Machine No. 1 - Yr1977,1977-01-01,1525,,1977-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Grinding Machine No. 1 - Yr1978,1978-01-01,2000,,1978-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Grinding Machine No. 1 - Yr1980,1980-01-01,6615,,1980-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Grinding Machine No. 2 - Yr1992,1992-01-01,7200,,1992-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Horizontal Mixer,2001-01-01,50000,,2001-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Lifting Machine,1977-01-01,5756,,1977-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Platform Scale,1993-01-01,5000,,1993-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sewing Machine - Yr1977,1977-01-01,633,,1977-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sewing Machine - Yr1980,1980-01-01,1970,,1980-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sewing Machine - Yr1984,1984-01-01,1232.2,,1984-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sewing Machine - Yr1985,1985-01-01,1030,,1985-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sewing Machine - Yr1993,1993-01-01,1680,,1993-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sieving Machine No. 1,1981-01-01,2829.99,,1981-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sieving Machine No. 2,1982-01-01,15750,,1982-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Sieving Machine No. 3,1983-01-01,11280,,1983-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr1993,1993-01-01,1721,,1993-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr1994,1994-01-01,6000,,1994-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr1995,1995-01-01,4540,,1995-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr1997,1997-01-01,1405,,1997-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr1998,1998-01-01,2400,,1998-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr2009,2009-01-01,5060,,2009-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr2010,2010-01-01,700,,2010-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Water Pump - Yr2014,2014-01-01,1140,,2014-01-01,1,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Welding Machine,1993-01-01,8305.45,,1993-01-01,0,Straight-Line,0.1,Plant & Machinery,Plant & Machinery,Depreciation,Plant & Machinery,Yearly
Poultry Houses - Yr1993,1993-01-01,545801.55,,1993-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1994,1994-01-01,202693.06,,1994-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1995,1995-01-01,504957.14,,1995-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1996,1996-01-01,387568.56,,1996-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1997,1997-01-01,358970.61,,1997-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1998,1998-01-01,385878.66,,1998-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr1999,1999-01-01,285624.21,,1999-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2000,2000-01-01,246350.91,,2000-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2001,2001-01-01,179182.3,,2001-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2002,2002-01-01,198066,,2002-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2003,2003-01-01,583601.19,,2003-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2004,2004-01-01,626400.97,,2004-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2005,2005-01-01,53146,,2005-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2006,2006-01-01,44426,,2006-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2007,2007-01-01,45157.9,,2007-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2011,2011-01-01,1192054.41,,2011-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2012,2012-01-01,2413116.79,,2012-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2013,2013-01-01,863983.4,,2013-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2014,2014-01-01,44723,,2014-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2015,2015-01-01,292794.74,,2015-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2016,2016-01-01,3984,,2016-01-01,0,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Poultry Houses - Yr2019,2019-01-01,11262,,2019-01-01,1,Straight-Line,0.15,Poultry Houses,Poultry Houses,Depreciation,Poultry Houses,Yearly
Software - Yr2007,2007-01-01,5444.6,,2007-01-01,0,Straight-Line,0.2,Software,Software,Depreciation,Software,Yearly
Software - Yr2016,2016-01-01,4819.11,,2016-01-01,0,Straight-Line,0.2,Software,Software,Depreciation,Software,Yearly
Software - Yr2018,2018-01-01,5113.09,,2018-01-01,0,Straight-Line,0.2,Software,Software,Depreciation,Software,Yearly
Software - Yr2019,2019-01-01,2431.79,,2019-01-01,0,Straight-Line,0.2,Software,Software,Depreciation,Software,Yearly
Store And Office Building - Yr1993,1993-01-01,45414.89,,1993-01-01,0,Straight-Line,0.02,Store And Office Building,Store And Office Building,Depreciation,Store And Office Building,Yearly
Store And Office Building - Yr1994,1994-01-01,800,,1994-01-01,0,Straight-Line,0.02,Store And Office Building,Store And Office Building,Depreciation,Store And Office Building,Yearly
Store And Office Building - Yr1996,1996-01-01,24668.1,,1996-01-01,0,Straight-Line,0.02,Store And Office Building,Store And Office Building,Depreciation,Store And Office Building,Yearly
Store And Office Building - Yr2014,2014-01-01,600,,2014-01-01,1,Straight-Line,0.02,Store And Office Building,Store And Office Building,Depreciation,Store And Office Building,Yearly
